3:16:0	אָמַר לֵיהּ ר' יְהוּדָה וְהַלֹּא כַּהֲנִים מִבְּעוֹד יוֹם הֵם טוֹבְלִים - תֵּימָא תִּיקְּשִׁי לֵיהּ לִנְפָשֶׁיהָ שֶׁהֲרֵי פֶּלֶג הַמַּנְחֶה מִבְּעוֹד יוֹם הִיא וְהוּא אוֹמֵר (לְקַמָּן בְּרַכוֹת דַּף כָּז.) מִיָּד כְּשֶׁיַּעֲבוֹר פֶּלֶג הַמַּנְחֶה הוֹי זְמַן עַרְבִית. וְיֵשׁ לוֹמַר דֶּלְדִידְיָה לֹא קָשִׁיא דְּלָא דָּרִישׁ בְּשִׁכְבֵךְ וּבְקוֹמֵךְ אֲבָל לְרַבְּנָן דְּדֶרְשֵׁי קָשִׁיא דָּאִינוֹ זְמַן שְׁכִיבָה:
4:0:0	"קְשִׁיא דָר' מֵאִיר אָדָר' מֵאִיר - דְּלָא מַצִּי לְמֵימָר בְּשָׁעָה שֶׁבְּנֵי אָדָם נִכְנָסִין וְכֹהֵן חַד שֶׁעוֹרָא הוּא דְּאָם כֵּן רַבִּי מֵאִיר הַיְינוּ רַבִּי אַחַאי לְפִי' רָשִׁ""י שֶׁפִי' שֶׁרוֹב בְּנֵי אָדָם נִכְנָסִין לְהָסֵב דְּהַיְינוּ בּע""ש.   *[וְגַם כֵּן] לֹא מִסְתַּבְּרֵא לְמֵימַר דִּבְנֵי אָדָם מְמַהֲרִין כָּל כָּךְ בְּעַרְבֵי שַׁבָּתוֹת כְּמוֹ בִּזְמַן שֶׁהַכֹּהֲנִים טוֹבְלִין דְּהַיְינוּ מִבְּעוֹד יוֹם קוֹדֶם הָעֶרֶב שֶׁמֶשׁ: <br>*<small>[גִי' מֵהרָשֶׁ""ל. וְרָשׁ""א גְּרִיס </small> אִי נָמֵי<small>]</small>"
4:1:0	"קְשִׁיא דֶּרְבִּי אֱלִיעֶזֶר אדְר' אֱלִיעֶזֶר - דְּלָא מַצִּי לְמֵימַר מִשַׁקַדַּשׁ הַיּוֹם וְכֹהֲנִים נִכְנָסִין לֶאֱכוֹל בִּתְרוּמָתָן חַד שֶׁעוֹרָא הוּא דָּא""כ ר' אֱלִיעֶזֶר הַיְינוּ ר' יְהוֹשֻׁעַ :"
4:9:0	"לְמָאן דְּגָנִי בַּבַּיִת אָפֵל – וְא""ת וְהַלֹּא רַבִּי אֱלִיעֶזֶר בָּעֵי (לְקַמָּן בְּרָכוֹת ד' ט:) עַד שֶׁיַּכִּיר בֵּין תְּכֵלֶת לָכַרְתִי בַּק""ש שֶׁל שַׁחֲרִית. וִי""ל מ""מ כֵּיוָן שֶׁיָּדַע מָתַי יַעֲלֶה עַמּוּד הַשַּׁחַר. קוֹדֶם שִׁיקּוּם וִיִזְמַן עַצְמוֹ כְּבָר הִגִּיעַ אוֹתוֹ עֵת:         "
4:11:0	"הָיָה לְךְ לְהִתְפַּלֵל תְּפִילָּה קְצָרָה - לִכְאוֹרָה מַשְׁמָע שֶׁאֵין זֶה הֵבִינֵנוּ. דְּהָא קָא בָּעֵי לְקַמָּן (בְּרַכוֹת ד' ל.) מַאי אִיכָּא בֵּין הֵבִינֵנוּ לִתְפִלָה קְצָרָה. אַ""כ לְפִי' הַקּוֹנ' שֶׁפִּי' בְּכָאן דְּהַיְינוּ הֵבִינֵנוּ קָשֶׁה. אֶלָּא ע""כ הַיְינוּ תְּפִלָה אַחְרֵינָא כְּדִמְפֵרַשׁ לְקַמָּן צָרְכִי עַמְּךָ מְרוּבִּים וְכוּ'. וְגַם עַל זֶה קָשֶׁה דֶּלְקְמָן אָמִירָנָן שֶׁאֵין לוֹמַר תְּפִלַת שֶׁל צָרְכִי עַמְּךָ אֶלָּא בִּמְקוֹם סַכָּנָה. וְרַבִּי יוֹסִי לֹא הֲוָה בִּמָקוֹם סַכָּנָה פִּי' בִּמְקוֹם לִסְטִים. מִדְּהֲשִׁיב לוֹ שֶׁמָּא יַפְסִיקוּ בִּי עוֹבְרֵי דְּרָכִים וְלֹא הֵשִׁיב שֶׁמָּא יְהַרְגוּנִי לִסְטִים. וְנִרְאֶה לִי כּפ""ה תְּפִלָה קְצָרָה דְּהֲכָּא הַיְינוּ הֵבִינֵנוּ. וְאָע""ג דְּלָיְיט עָלָה אַבַּיֵי אִמָּאן דִּמְתְפְּלֵל הֵבִינֵנוּ. הַיְינוּ דַּוְקָא בָּעִיר אֲבָל בַּשָׂדֶה מוּתָּר. וְהָא דְּאָמְרִי' לְקַמָּן מַאי אִיכָּא בֵּין הֵבִינֵנוּ לִתְפִלָה קְצָרָה. הָכִי קָאָמַר בֵּין תְּפִלָה קְצָרָה דְּאָמַר בַּפּ' תְּפִלַת הַשַּׁחַר (בְּרַכוֹת דַּף כֵּט:) כְּגוֹן צָרְכִי עַמְּךָ וְכוּ'. אֲבָל וַדַּאי תְּפִלָה קְצָרָה דְּהֲכָא צָ""ל הֵבִינֵנוּ:"
4:13:0	"וְעוֹנִין יְהֵא שְׁמְיָה הַגָּדוֹל מְבוֹרָךְ - מִכָּאן יֵשׁ לִסְתּוֹר מָה שֶׁפִּי' בְּמַחְזוֹר וִיטְרִי יְהֵא שְׁמְיָה רָבָא שֶׁזּוֹ תְּפִלָה שֶׁאָנוּ מִתְפַּלְלִין שֶׁיְּמַלֵּא שְׁמוֹ כְּדַכְתִיב (שֵׁמוֹת י״ז:ט״ז) כִּי יָד עַל כֵּס יָה שֶׁלֹּא יְהֵא שְׁמוֹ שָׁלֵם וְכִסְאוֹ שָׁלֵם עַד שִׂיִמְּחֶה זַרְעוֹ שֶׁל עַמְלֵק וּפֵירוּשׁוֹ כָּךְ יְהֵא שְׁמִי""ה שָׁם יָה רָבָא כְּלוֹמַר שֶׁאָנוּ מִתְפַּלְלִין שֶׁיְּהֵא שְׁמוֹ גָּדוֹל וְשָׁלֵם וּמְבוֹרָךְ לְעוֹלָם הוֹי תְּפִלָה אַחֶרֶת כְּלוּמ' וּמְבוֹרָךְ לְעוֹלָם הַבָּא. וְזֶה לֹא נִרְאֶה מִדֶּקָאמֶר הָכָא יְהֵא שְׁמְיָה הַגָּדוֹל מְבוֹרָךְ מַשְׁמָע דִּתְפֵּלָה אַחַת הִיא וְאֵינוֹ רוֹצֶה לוֹמַר שֶׁיְּהֵא שְׁמוֹ גָּדוֹל וְשָׁלֵם אֶלָּא יְהֵא שְׁמוֹ הַגָּדוֹל מְבוֹרָךְ וְגַם מָה שֶׁאוֹמְרִי' הָעוֹלָם לְכָךְ אוֹמְרִים קַדִישׁ בִּלָשׁוֹן אַרְמִית לְפִי שֶׁתְּפִלָה נָאֶה וְשֶׁבַח גָּדוֹל הוּא עַל כֵּן נִתְקָן בִּלְשׁוֹן תַּרְגּוּם שֶׁלֹּא יָבִינוּ הַמַּלְאָכִים וְיִהְיוּ מִתְקַנְאִין בְּנוּ וְזֶה אֵינוֹ נִרְאֶה שֶׁהֲרֵי כַּמָּה תְּפֵלוֹת יָפוֹת שֶׁהֵם בַּלָּשׁוֹן עִבְרִי אֶלָּא נִרְאֶה כְּדְאָמְרִינָן בְּסוֹף סוֹטֶה (דַּף מֵט.) אֵין הָעוֹלָם מִתְקַיֵּים אֶלָּא אַסְדְּרָא דִּקְדוּשְׁתָא וְאִיהָּא שְׁמְיָה רָבָא דִּבְתַּר אַגְדְתָא שֶׁהָיוּ רְגִילִין לוֹמַר קַדִישׁ אַחַר הַדְּרָשָׁה וְשָׁם הָיוּ עַמֵּי הָאֲרָצוֹת וְלֹא הָיוּ מְבִינִים כּוּלָּם לְשׁוֹן הַקּוֹדֶשׁ לְכָךְ תִּקְנוּהוּ בִּלְשׁוֹן תַּרְגּוּם שֶׁהָיוּ הַכֹּל מְבִינִים שֶׁזֶּה הָיָה לְשׁוֹנָם :"
5:1:0	אֵין אוֹמְרִין בִּפְנֵי הַמֵּת אֶלָּא דְּבָרָיו שֶׁל מֵת - וּפָסַק רַב אַלְפְּס מִשּׁוּם רַב הָאִי דַּוְוקָא דִּבְרֵי תּוֹרָה אֲבָל דְּבָרִים דַּעְלְמָא לֵית לֶן בָּהּ. וְדַוְוקָא בְּאַרְבַּע אַמּוֹת שֶׁלּוֹ:
5:8:0	בִּמְקוֹמָן חַיְישִׁינָן - פִּי' שֶׁיָּדוּעַ שֶׁרָגִילִין שָׁם הַמַּזִיקִין. וְהַהִיא דֶּלָעִיל דִּבְתָרִי וּפְרִיצֵי לִיכָא מִשּׁוּם מַזִּיקִין אַיָּירֵי בִּסְתָם שֶׁאֵין רְגִילִין:
5:16:0	אֵין אוֹמְרִין בִּפְנֵי הַמֵּת אֶלָּא דְּבָרָיו שֶׁל מֵת - וּפָסַק רַב אַלְפְּס מִשּׁוּם רַב הָאִי דַּוְקָא דִּבְרֵי תּוֹרָה אֲבָל דְּבָרִים דַּעְלְמָא לֵית לֶן בָּהּ. וְדַוְקָא בְּאַרְבַּע אַמּוֹת שֶׁלּוֹ:
5:21:0	"[שָׁם מֵעוֹלָם לֹא עָבַר עָלַיי חֲצוֹת לַיְלָה בְּשֵׁינָה - נִרְאֶה דּר""ל שֶׁזֶּה לֹא אֵירַע לְעוֹלָם שֶׁאֶהְיֶה יָשֵׁן בַּחֲצוֹת וְלִפְעָמִים הָיִיתִי מַקְדִּים עוֹד מֵהַנֶּשֶׁף]"
5:27:0	"וְאָתָא אֵיהוּ וְאָמַר כְּחֲצוֹת - וְאִם תֹּאמַר מִכָּל מָקוֹם לִימָּא בַּחֲצוֹת כְּמוֹ שֶׁאָמְרוּ לוֹ מִן הַשָּׁמַיִם דְּהֵא אֱמֶת אָמְרוּ לוֹ. וַי""ל שֶׁלֹּא רָצָה לוֹמַר לָהֶם דָּבָר שֶׁלֹּא הָיָה יָכוֹל לְהֵרְאוֹת וּלְהוֹכִיחַ אִם יִשְׁאֲלוּ לוֹ:"
5:28:0	רוּחַ צְפוֹנִית מְנַשֶּׁבֶת - פִּי' לְבַדָּהּ דְּהָא אָמְרִינָן בְּפֶרֶק לֹא יַחְפּוֹר (בַּבָּא בַּתֵרָא כֹּה א) שֶׁהִיא מְנַשֶּׁבֶת עִם עַל אֶחָד וְאֶחָד:
5:28:1	"וְאֵין הַבּוֹר מִתְמַלֵּא מֵחוֹלִיתוֹ - פֵּירֵשׁ רָשִׁ""י אִם יַחְפּוֹר וְיַחֲזִיר בּוֹ עָפְרוּ לֹא יְהֵא מָלֵא. וְתִימָא דְּאין הַנָּדוֹן דּוֹמֶה לִרְאָיָה שֶׁהֲרֵי לֹא הָיָה אוֹמֵר לָהֶם אֶלָּא לִיטּוֹל מִן הָעֲשִׁירִים וְלִיתֵּן לַעֲנִיִּים. אִם הָיָה מִצְוָה לִיטּוֹל מִן הָעֲנִיִּים וְלַחֲזוֹר וְלִיתֵּן לָהֶם אָז הָיָה דּוֹמֶה לְמָשָׁל. וּמִפָרַשׁ רַבֵינוּ תַּם מֵחוֹלִיתוֹ מִנְּבִיעָתוֹ כְּלוֹמַר אֵין הַבּוֹר מִתְמַלֵּא מִן הַמַּיִם הַנּוֹבְעִים בּוֹ. וּבְתוֹסְפְתָּא יֵשׁ אֵין הַבּוֹר מִתְמַלֵּא מֵחוֹלִיתוֹ אֶלָּא אִם כֵּן מוּשְׁכִּין לוֹ מַיִם מִצַּד אַחֵר. ור""י פֵּירֵשׁ שֶׁאִם תַּחְפּוֹר מִצַּד זֶה וְתַנִּיחַ מִצַּד אַחֵר לֹא תְּמַלֵּא שְׁמָה שֶׁנּוֹתֵן כָּאן חָסַר כָּאן. כְּמוֹ כֵן מָה שֶׁנּוֹטַל מִן הָעֲשִׁירִים יִתְחַסֵּר מִן הָעֲשִׁירִים :"
